"homograph"	"wordid"	"sentence"	"start"	"end"
"discharge"	"discharge_nou"	"Its mean annual discharge is 79 m³/s (2,790 cfs) at its mouth."	16	25
"discharge"	"discharge_nou"	"The epilogue states that Shelly lost 17 pounds after discharge and underwent electric shock therapy to treat her depression."	53	62
"discharge"	"discharge_nou"	"He received an honorable discharge from the Navy in 1965 when he was a Lieutenant (junior grade)."	25	34
"discharge"	"discharge_nou"	"The average discharge of the river at the mouth is 2,377 cubic feet per second (67.3 m³/s)."	12	21
"discharge"	"discharge_nou"	"After his discharge from the army in 2006, Jang made his comeback in the drama series Thank You."	10	19
"discharge"	"discharge_nou"	"Following his discharge, Crossland was elected colonel of the 7th Kentucky Infantry and served with them in Mississippi."	14	23
"discharge"	"discharge_nou"	"This consideration may include setting a ""no discharge of pollutants standard"" (also called a ""zero discharge"" standard) if practicable."	100	109
"discharge"	"discharge_nou"	"Article 10 establishes the basic framework for water discharge according to the rules and procedures enacted by the Health Ministry."	53	62
"discharge"	"discharge_nou"	"By mean annual discharge it ranks third in Europe, after the Volga and Danube."	15	24
"discharge"	"discharge_nou"	"Empirically proven effects include splanchnic sympathetic nerve discharge and increased arterial pressure."	64	73
"discharge"	"discharge_nou"	"SGLI policyholders may convert their policy to VGLI upon discharge unless an exception for total disability applies."	57	66
"discharge"	"discharge_nou"	"Symptoms include lower abdominal pain, fever and abnormal vaginal bleeding or discharge."	78	87
"discharge"	"discharge_vrb"	"He cannot discharge them, as they have been unionized by the ILW."	10	19
"discharge"	"discharge_nou"	"On December 14, 2012 judge Timothy Dore denied Hazelrigg a discharge of his debt."	59	68
"discharge"	"discharge_nou"	"Charged with wartime cowardice, Major Lex Kearney is drummed out of the Union Army with a dishonorable discharge."	103	112
"discharge"	"discharge_nou"	"Since 1993, an innovative sewer system has protected the water in the area from sewage discharge."	87	96
"discharge"	"discharge_nou"	"The Caroni supplies 15.5 percent of the discharge of the Orinoco river."	40	49
"discharge"	"discharge_nou"	"On discharge in 1945, he joined the Rank Organisation under Muir Mathieson."	3	12
"discharge"	"discharge_nou"	"The director also said that dams had been erected to prevent discharge of pollutants into the nearby Long River (Longjiang)."	61	70
"discharge"	"discharge_nou"	"Finally the muzzle velocity of the pellets is adjustable to minimize movement and balance shifts during discharge."	104	113
"discharge"	"discharge_nou"	"The drain discharge is found from an agricultural water balance."	10	19
"discharge"	"discharge_nou"	"Soon after his discharge, Dan Halutz became the CEO of a prestigious car importer."	15	24
"discharge"	"discharge_vrb"	"The trustees can discharge their duties, as they often did until 1961, by investing the whole fund in gilt-edged securities."	17	26
"discharge"	"discharge_nou"	"His discharge papers describe him as 6 ft 2 ins tall with a ""fair"" complexion, grey eyes and ""light"" hair."	4	13
"discharge"	"discharge_nou"	"The highest discharge in a single month was 479 cubic feet per second (13.6 m³/s) in March 1920."	12	21
"discharge"	"discharge_nou"	"It is the site of the Pearl River's discharge into the South China Sea."	36	45
"discharge"	"discharge_nou"	"The accidental discharge of a weapon inside the Humvee promoted the Jordanian guard to open fire upon the vehicle."	15	24
"discharge"	"discharge_vrb"	"Arriving at Brest, France, on 7 September 1918, she moved to Pauillac the same day to discharge her cargo."	86	95
"discharge"	"discharge_nou"	"In 1938, he got his first patent, ""Electron Discharge Device"", on electron multipliers."	44	53
"discharge"	"discharge_nou"	"Upon his discharge from the Navy, Younge began attending the Tuskegee Institute, in 1965, as a political science student."	9	18
"discharge"	"discharge_nou"	"Around 395 BC, during the wars between Rome and Veii, a discharge tunnel was built crossing the crater walls."	56	65
"discharge"	"discharge_nou"	"Must have received an honorable discharge or received a discharge under honorable conditions."	32	41
"discharge"	"discharge_nou"	"The court's verdict not only upheld his discharge, but ruled that he was ""."	40	49
"discharge"	"discharge_nou"	"As this gauge is below the New Exchequer Dam, the USGS notes that all ""Discharge affected by Regulation or Diversion""."	71	80
"discharge"	"discharge_nou"	"Burlison began or renewed his friendship with the Burnette Brothers, depending upon which discharge date is correct."	90	99
"discharge"	"discharge_nou"	"Ultraviolet cleaning devices may also be used to disinfect the rooms of patients infected with Clostridium difficile after discharge."	123	132
"discharge"	"discharge_vrb"	"At present, the branches Waal and Nederrijn-Lek discharge to the North Sea through the former Meuse estuary, near Rotterdam."	48	57
"discharge"	"discharge_nou"	"The discharge ranged from 261.22 to 16,553.21 gallons per minute."	4	13
"discharge"	"discharge_nou"	"He ended his tour with an honorable discharge."	36	45
"discharge"	"discharge_nou"	"With a lithium-ion battery or a low self-discharge NiMH battery, rechargeable battery shelf life is extended."	41	50
"discharge"	"discharge_nou"	"The U-HID lamp produces a beam of light due to the formation of a plasma discharge arc."	73	82
"discharge"	"discharge_nou"	"As pulse discharge capacitors, they are useful in applications with reversing voltages, such as in magnetizing equipment."	9	18
"discharge"	"discharge_nou"	"The source of the contamination was discharge from the RAAF Base Amberley."	36	45
"discharge"	"discharge_nou"	"After his discharge, and back in civilian life, he worked as a stockbroker, and then as a fishing supplies salesman."	10	19
"discharge"	"discharge_nou"	"The two penstock pipe lines are designed to carry a discharge of 17.88 cubic metres (631 cu ft) per second."	52	61
