"recount"	"recount_nou"	"The beneficiary of the recount, as determined by the High Court on 10 March 2017, was Culleton's brother-in-law, Peter Georgiou."	23	30
"sake"	"sake"	"They should stop this hearsay for the sake of the oppressed brothers of Kashmir."	38	42
"conduct"	"conduct_nou"	"Joseph Ledbetter was arrested on several occasions spanning from 2011 to 2014 for public intoxication, resisting arrest, and disorderly conduct."	136	143
"polish"	"polish_geo"	"The Polish Hound has a keen sense of smell."	4	10
"mobile"	"mobile"	"The Starmap mobile Alliance was shut down at the beginning of 2007."	12	18
"progress"	"progress_nou"	"Crude tools, green and wet timbers, and the cold winter months caused slow progress in the construction of Le Griffon."	75	83
"upset"	"upset_nou"	"In a few cases, gastrointestinal upset, headaches, skin reactions, and dizziness were reported."	33	38
"bologna"	"bologna_geo"	"In 1518 Hess moved to Bologna to study theology, completing his studies there in 1519."	22	29
"object"	"object_nou"	"The Object Shelter was never intended to be a permanent containment structure, despite rumors to the contrary."	4	10
"entrance"	"entrance_nou"	"The central bay contains a recessed entrance, while the remaining front bays contain two-story arched windows."	36	44
"deviate"	"deviate_vrb"	"Departures upward or downward from the guideline range are appropriate for cases that deviate from the heartland of cases."	86	93
"consort"	"consort_nou"	"Choi was given the posthumous title ""Lady Hwagyeong, Royal Noble Consort Suk of the Choe clan"" (Hangul: 화경숙빈최씨; Hanja: 和瓊淑嬪崔氏)."	65	72
"fragment"	"fragment_nou"	"This fragment is two bifolia taken from an early seventheenth-century binding."	5	13
"axes"	"axes_nou"	"There are additional glide reflections in six distinct directions, whose axes are located halfway between adjacent parallel reflection axes."	135	139
"alternate"	"alternate_adj-nou"	"She was an alternate to the artistic gymnastics team at the 1992 Olympics."	11	20
"discount"	"discount_nou"	"The following year, Shopko acquired Penn-Daniels Inc. and its eighteen Jacks Discount Stores."	77	85
"retard"	"retard_vrb"	"Filamentous phages retard bacterial growth but, contrasting with the lambda phage and the T7 phage, are not generally lytic."	19	25
"overthrow"	"overthrow_vrb"	"Through another handmaid, Ofglen, Offred learns of the Mayday resistance, an underground network working to overthrow Gilead."	108	117
"discount"	"discount_nou"	"In 1965, upon opening his third store, the name of the chain was changed to ""Happy Harry's Discount Drugs""."	91	99
"bass"	"bass"	"The band originally consisted of Willis on guitar, Savage on bass (after originally playing guitar), and Kenning on drums."	61	65
"compound"	"compound_nou"	"This red-colored compound is commonly abbreviated (bda)Fe(CO)₃."	17	25
"misuse"	"misuse_vrb"	"There are allegations that he would distort and misuse data given to him."	48	54
"record"	"record_nou"	"Reginald first appears in the historical record around 1138 when he was a witness on some of his father's charters."	41	47
"progress"	"progress_vrb"	"The recruitment process consists of four datebooks, dressing from more casual to formal as the datebooks progress."	105	113
"impact"	"impact_nou"	"Adaptive Modeler was also used to study the impact of different levels of trader rationality on market properties and efficiency."	44	50
"analyses"	"analyses_nou"	"Conventional monetary analyses are unable to detect or deal with these sorts of ecological problems."	22	30
"duplicate"	"duplicate_adj-nou"	"Duplicate stamps are those a collector already has and are not required, therefore, to fill a gap in a collection."	0	9
"excuse"	"excuse_nou"	"For this admixture of secular with spiritual aims there was considerable excuse."	73	79
"invite"	"invite_vrb"	"At a potlatch, in their language a tl'e7enk, the host would invite guests to feast in foods prepared and harvested."	60	66
"separate"	"separate_adj"	"It is famous for its Italian Romanesque Revival architecture with a separate campanile (bell tower) and for its scenic location."	68	76
"sow"	"sow"	"Squanto had arrived just at the time that the planters were to sow their first crops in the Western Hemisphere."	63	66
"estimate"	"estimate_nou"	"Other sources estimate upwards of two thousand congregations, with a large presence in the State of Andhra Pradesh."	14	22
"animate"	"animate_vrb"	"2005 saw him co-write and co-direct with artist David Shrigley on a second animate!"	75	82
"ornament"	"ornament_nou"	"Irda copper plate addresses king Rajyapala with the epithet of Kamboja-Vamsa-Tilaka (i.e. the ornament of the Kamboja family)."	94	102
"learned"	"learned_vrb"	"He learned Chinese & Japanese techniques beside traditional Indian & European styles."	3	10
"rebel"	"rebel_nou"	"An incorrigible rebel that lives for babes, beers, cartoons, and chaos, and not necessarily in that order."	16	21
"project"	"project_nou"	"Miranda Bailey (Chandra Wilson) was on a project mapping out the human genome."	41	48
"diffuse"	"diffuse_adj"	"Cultural relations both produce and diffuse (soft) power, which varies depending on who is engaging with it."	36	43
"addict"	"addict_nou"	"Her dissertation, Aspects of Street Addict Life, was published that year."	36	42
"console"	"console_nou"	"As of May 20, 2015, Google rebranded Google Webmaster Tools as Google Search Console."	77	84
"consort"	"consort_nou"	"Consort Helan sent her son a message, asking him to save her."	0	7
"associate"	"associate_adj-nou"	"These associate membres are parties from EU candidate countries and EFTA countries."	6	15
"subordinate"	"subordinate_adj-nou"	"Inugama (Inugami in the English version): Ushitora's former subordinate."	60	71
"escort"	"escort_nou"	"From this point, the ship was almost constantly deployed on convoy escort duties in the Far East Station."	67	73
"compact"	"compact_adj-nou"	"Later that year Inferno opened at Terra Mitica in Spain with an identical compact layout."	74	81
"conglomerate"	"conglomerate_adj-nou"	"He is the president of ""UAI"" which is a conglomerate of munitions industries."	40	52
"retard"	"retard_vrb"	"These units will both advance and retard the ignition timing."	34	40
"duplicate"	"duplicate_adj-nou"	"The 183rd Brigade was part of the 61st Infantry Division (duplicate formation of the 48th (South Midland) Division)."	58	67
"implement"	"implement_nou"	"The SunHammer proved to be the implement of the Trow's destruction."	31	40
"conjugate"	"conjugate_adj-nou"	"Most of the reactivity of thioacetic acid arises from the conjugate base, thioacetate."	58	67
"compress"	"compress"	"The solution was to compress acetylene in a porous medium."	20	28
"learned"	"learned_vrb"	"Additionally, there is much to be learned about the context surrounding LMX, such as organizational culture."	34	41
"estimate"	"estimate_nou"	"The 2011 American Community Survey (ACS) estimate found 470,341 Americans with full or partial Iranian ancestry."	41	49
"addict"	"addict_nou"	"Dr. Peter Kelmer, an egotisical cosmetic surgeon, shares an unpleasant marriage to Valerie, a recovering drug addict."	110	116
"increment"	"increment_nou"	"Also, a small increment of time may be added for each move made."	14	23
"conflict"	"conflict_nou"	"An occasion for war: civil conflict in Lebanon and Damascus in 1860."	27	35
"uses"	"uses_vrb"	"Written by Imre Poniklo, the song uses a verse-chorus form."	34	38
"consummate"	"consummate_vrb"	"To consummate this union, Dagda sent Elcmar to High King Bres on an errand around the time of Imbolc."	3	13
"diagnoses"	"diagnoses_nou"	"81% of 439 individuals had been subjected to surgeries due to their intersex diagnoses."	77	86
"implant"	"implant_nou"	"The implant has to be replaced every year and is implanted subcutaneously in the upper arm."	4	11
"discount"	"discount_nou"	"It further extended the schedule of payments by several years, with a discount for quick payment."	70	78
"perfect"	"perfect_adj"	"As far as year-round climate, it's perfect, but there's no real change."	35	42
"august"	"august"	"The school has 180 instructional days, beginning on the last Monday of August Until the Fourth Thursday of May."	71	77
"lives"	"lives_vrb"	"The Carlebach family is a notable Jewish family originally from Germany that now lives all over the world."	81	86
"escort"	"escort_nou"	"Reaching Eniwetok 27 June, she escorted Long Island and other escort carriers to Pearl Harbor, arriving on 5 July."	62	68
"reject"	"reject_vrb"	"Geary even went so far as to reject his candidacy from the Democratic party of Kansas for the U.S. Senate."	29	35
"axes"	"axes_nou-vrb"	"Characteristic tools include flake axes, lanceolates and tanged arrowheads."	35	39
"combine"	"combine_vrb"	"Others, such as Helck, Vandersleyen, Bennett combine some of these rulers with the Seventeenth dynasty of Egypt."	45	52
"sow"	"sow"	"Taiwan enterprises sow opportunity in Fujian, CCTV International, 28 June 2009."	19	22
"live"	"live_adj"	"She was replaced by Nancy Skinner, who was broadcast live until the closure of On Second Thought."	53	57
"associate"	"associate_vrb"	"It is designed to associate a brand with one or another aspirational lifestyle."	18	27
"read"	"read_present"	"The book is also available in an audiobook adaptation read by James Doohan and Leonard Nimoy."	54	58
"estimate"	"estimate_nou"	"One estimate is that between 10,000 and 20,000 people were killed; another 200,000 people were forced to flee their homes."	4	12
"house"	"house_nou"	"When Jimmy decided to have satellite television installed at his house, Sean Smith came to install it."	65	70
"transform"	"transform"	"In the late 1980s, work began to transform Civic Hall into a performing arts center."	33	42
"present"	"present_adj-nou"	"Does not respect boundaries between sonorities and procedures of the past and of the present 4."	85	92
"celtic"	"celtic_adj-nou-sports"	"The next round caught media and football fans attention when Celtic were paired with Blackburn Rovers."	61	67
"increment"	"increment_nou"	"This switched the minimum increment from a sixteenth to a one hundredth of a dollar."	26	35
"contest"	"contest_nou"	"In the contest, Toma launches his rocket, named Lucky, but lets go of it too soon and launches it poorly."	7	14
"deliberate"	"deliberate_adj"	"Homicide was noted for its deliberate lack of gun-play and car chases in favor of dialogue and story."	27	37
"mobile"	"mobile"	"Challenges of mobile money include security concerns and questions around regulation."	14	20
"learned"	"learned_vrb"	"G-Dragon stated that performing with Elliott ""was such an honor,"" and that he ""learned a lot."""	79	86
"upset"	"upset_vrb"	"Li and Sun upset the favourites in Taicang."	11	16
"recount"	"recount_nou"	"The following day it was announced that the recount resulted in another tie."	44	51
"incense"	"incense_nou"	"The archbishops on the lawfulness of the liturgical use of incense and the carrying of lights in procession."	59	66
"perfume"	"perfume_nou"	"Since Claire is unable to wear the perfume due to prison rules, she gives it to Betty."	35	42
"addict"	"addict_nou"	"Tibbs denied that he had been hosting members of the Gestapo, praised Hitler or called Churchill a drug addict."	104	110
"perfume"	"perfume_nou"	"Atkinsons of London is a British perfume house founded in London in 1799."	33	40
"convert"	"convert_nou"	"He is a convert to Roman Catholicism."	8	15
"present"	"present_adj-nou"	"The permanent collection of paintings spans from the Middle Ages to the present day."	72	79
"misuse"	"misuse_nou"	"Short-sighted misuse of that power can ruin everything."	14	20
"aggregate"	"aggregate_adj-nou"	"Pro Tools received positive reviews from most music critics, based on an aggregate score of 76/100 from Metacritic."	73	82
"document"	"document_nou"	"The Group then released the February Outline, a document arguing that the play was not of a political nature."	48	56
"pervert"	"pervert_vrb"	"Pipite and 10 of the other MPs faced charges of conspiracy to pervert the course of justice."	62	69
"august"	"august"	"The letter was witnessed by the four envoys and dated in August 661."	57	63
"contract"	"contract_nou"	"Martin proposed the MB-1 and were rewarded with an initial production contract for six aircraft."	70	78
"conglomerate"	"conglomerate_adj-nou"	"He is a director of conglomerate Aitken Spence PLC."	20	32
"postulate"	"postulate_vrb"	"Bekenstein was the first physicist to postulate such a theorem."	38	47
"produce"	"produce_vrb"	"First, courts require that the defense produce some evidence to support an allegation of UCI."	39	46
"postulate"	"postulate_nou"	"Before him, mathematicians were trying to deduce Euclid's fifth postulate from other axioms."	64	73
"insult"	"insult_nou"	"The story of a proud woman, her poetic vindication of unfair social insult, and her inevitable sad destiny."	68	74
"close"	"close_adj-nou"	"By this time, Engima has clocked close to an estimated 30 million sales worldwide."	33	38
"protest"	"protest_nou"	"This edition included McCartney's rare use of swear words in the song ""Big Boys Bickering"", a protest song."	94	101
"transport"	"transport_nou"	"This would include pay, official residence, transport and security detail."	44	53
"subject"	"subject_adj-nou"	"The roughnose stingray is subject to intensive fishing pressure in much of its range."	26	33
"content"	"content_nou"	"Under the reign of Shah Jahan, the symbolic content of Mughal architecture reached a peak."	44	51
"polish"	"polish"	"It manufactures paints, thinner and wood polish products for decorative and industrial use."	41	47
"entrance"	"entrance_nou"	"Instead of one main entrance, the Palace features separate entrances for the different user groups of the building."	20	28
"close"	"close_adj-nou"	"It is close to the Bibi ka Alawa, HEH Nizam's Museum, Salarjung Museum."	6	11
"animate"	"animate_vrb"	"Many floats, along with their drive train, include computer-controlled robotic mechanisms to animate the floats."	93	100
"affiliate"	"affiliate_nou"	"The station is a National Public Radio affiliate and is located on Bradley's campus."	39	48
"ornament"	"ornament_nou"	"There is a mock sepulcural recess in the north wall of the chancel with cusping and crocket ornament."	92	100
"aggregate"	"aggregate_adj-nou"	"The casualties in the brigade were 11 killed, 40 wounded, and 4 missing; aggregate, 55."	73	82
"convict"	"convict_nou"	"Yatheendran (Keerikkadan Jose), another convict identifies Mahi as Mayavi and Thottappally brothers entrusts Yatheendran to kill Mahi."	40	47
"close"	"close_adj-nou"	"An extreme close up lets the detail of the scratching be more easily seen."	11	16
"convert"	"convert_vrb"	"The dispute prompted the family to move again, to Fort Wayne, and convert to the Presbyterian church."	66	73
"attribute"	"attribute_vrb"	"They attribute to mistranslation and as a later creation of the church."	5	14
"export"	"export_nou"	"It is also the member of Export Alabama Alliance."	25	31
"refund"	"refund_nou"	"Louisiana Boardwalk provides a sales tax refund on purchases up to $500 in cash and over $500 by check."	41	47
"bow"	"bow_nou-knot"	"The bow on the inside hatband at the rear of the hat resembles a Skull and crossbones."	4	7
"uses"	"uses_vrb"	"Ukraine uses five-digit numeric postal codes that are written immediately to the right of the city or settlement name."	8	12
"produce"	"produce_vrb"	"Coronado students produce a weekly television show for the student body, which is downloadable from the school's podcast."	18	25
"separate"	"separate_adj"	"In the 1990s, the M.A. programs usually lasting 5 years were replaced by separate 3-year bachelor's and 2-year master's programs."	73	81
"initiate"	"initiate_vrb"	"They initiate a prison riot to distract the guards."	5	13
"confines"	"confines_vrb"	"Mrs. Bridgetower is also outraged, although she confines this to her personal circle."	48	56
"frequent"	"frequent_adj"	"This lasts longer and requires less frequent attention."	36	44
"subject"	"subject_adj-nou"	"Some suggest that he, medieval France's greatest treater of married love, did not approve of the adulterous subject."	108	115
"intrigue"	"intrigue_nou"	"It is an adaptation of Friedrich Schiller's 1784 play Intrigue and Love."	54	62
"predicate"	"predicate_nou"	"Other ways of disambiguating the arguments of a transitive predicate (subject agreement, word order restriction, context, intonation, etc."	59	68
"construct"	"construct_vrb"	"In the following months, the regiment practised their horsemanship, conducted small arms and bayonet training, and learned to construct trenches."	126	135
"abstract"	"abstract_adj-nou"	"In abstract algebra, a Boolean algebra or Boolean lattice is a complemented distributive lattice."	3	11
"live"	"live_adj"	"One episode included a live performance of ""My Little Angel"" by William Shakespeare."	23	27
"perfume"	"perfume_vrb"	"They were used to perfume garments and bedclothes, and even to kill insects."	18	25
"moped"	"moped_nou"	"Sparta sold its last moped in 1982, as the market for mopeds had not been profitable for several years."	21	26
"perfect"	"perfect_adj"	"PlaysToSee.com gave the musical a negative review, writing, ""However, the show's lushly romantic score scans, rhymes, and is metrically perfect."	136	143
"nestle"	"nestle_nam"	"The company has created campaigns in South Africa for Nike, Inc., Look&Listen, SAB Miller, Nestle and Ster Kinekor."	91	97
"retard"	"retard_vrb"	"If on the other hand the needle is fixed it will tend to retard the motion of the disc."	57	63
"compress"	"compress"	"In proof compression LowerUnits (LU) is an algorithm used to compress propositional logic resolution proofs."	61	69
"correlate"	"correlate_nou"	"The lightness correlate in CIELAB is calculated using the cube root of the relative luminance."	14	23
"bologna"	"bologna_geo"	"As the war turned against the Austrians, the garrison in Bologna left early in the morning on 12 June 1859."	57	64
"increment"	"increment_nou"	"OICW Increment 2 was a stand-alone airburst weapon the (XM25)."	5	14
"advocate"	"advocate_vrb"	"Democrats call for ""affordable and quality health care,"" and many advocate an expansion of government intervention in this area."	66	74
"conglomerate"	"conglomerate_adj-nou"	"The grayish-purple to grayish-red conglomerate and sandstone is cemented largely by hematite and microcrystalline quartz."	34	46
"document"	"document_nou"	"The rights are available to the public online in a document called Publication 1: Your Rights as a Taxpayer."	51	59
"impact"	"impact_nou"	"Sensitivity of explosives is the degree to which an explosive can be initiated by impact, heat, or friction."	82	88
"compress"	"compress"	"It should be noted though that the spherical lens cannot compress the laser sheet into an actual 2-dimensional plane."	57	65
"record"	"record_nou"	"Her finishing time of in a 4:12.29 minutes was a championship record."	62	68
"consummate"	"consummate_vrb"	"John A. Hardon, S.J., state that intercourse with contraception does not consummate a marriage."	73	83
"animate"	"animate_adj-nou"	"The demonstratives are used of non-human animate entities and inanimate objects."	41	48
"conduct"	"conduct_vrb"	"She then continued north along the coast to conduct an exercise with Canadian forces off Esquimalt, British Columbia."	44	51
"interchange"	"interchange_nou"	"Shortly after the interchange with I-695, MD 144 enters the city of Baltimore, where it continues as Frederick Avenue."	18	29
"invite"	"invite_vrb"	"Invite public officials, local civic leaders, American Legion dignitaries, and members of the sponsoring Post o attend."	0	6
"insert"	"insert_vrb"	"TATP executes seven pre-defined transactions that insert, update, delete and query the data in the database."	50	56
"wind"	"wind_nou"	"The wind farm will consists of 17 Vestas V47 wind turbines, for a total capacity of 11.2 MW."	4	8
"ravel"	"ravel_nam"	"The most notable use of the sopranino is in the orchestral work Boléro by Maurice Ravel."	83	88
"intimate"	"intimate_adj"	"Nancy felt renewed by the smaller, more intimate crowds as well as a return to acoustic-oriented songs."	40	48
"compound"	"compound_nou"	"Number 1619 was built as a Worsdell-von Borries compound with two inside cylinders."	48	56
"laminate"	"laminate_nou"	"The floor is covered with laminate hardwood flooring."	26	34
"transport"	"transport_nou"	"Control on transport of crossbows between states has increased to prevent unauthorised use of imported crossbows."	11	20
"mouth"	"mouth_nou"	"Gallows Run joins Elk Run 2.68 miles (4.31 km) upstream of its mouth."	63	68
"intimate"	"intimate_adj"	"These intimate gigs with a one-to-one audience became a window to her life and gained her a substantial following."	6	14
"increase"	"increase_vrb"	"The goal was to increase truck sales ""from today's 280,000 to 415,000 by 2014""."	16	24
"deviate"	"deviate_vrb"	"Balu gets deeply hurt by this and he resorts to cunning ways to deviate Mahalakshmi."	64	71
"subject"	"subject_adj-nou"	"It quotes from many early Chinese classics, and diversely includes subject matter from Chinese mythology, history, geography, and folklore."	67	74
"polish"	"polish_geo"	"Weronika Nowakowska (born 7 July 1986) is a Polish biathlete."	44	50
"intimate"	"intimate_adj"	"With this in mind, we tried an even more intimate version on the album than on the single."	41	49
"row"	"row_1"	"Wexford last appeared in the championship decider in 1951 when they lost out to Tipperary who captured their own three-in-a-row."	124	127
"import"	"import_nou"	"Import revisions were introduced as part ofVersion 2, released in September, 2015."	0	6
"insult"	"insult_vrb"	"Schemp and Mo never get tired of trying to insult and outdo each other."	43	49
"record"	"record_nou"	"At the end of his career, he held the Hurricanes' record for career touchdowns with 33."	50	56
"degenerate"	"degenerate_adj-nou"	"Edelman used the terms reentrant and degenerate in order to describe these complex neural connections."	37	47
"jesus"	"jesus"	"In John 8:58 Jesus says: ""Before Abraham was born, I am."""	13	18
"abuse"	"abuse_nou"	"There were incidences of abuse, however, with one example having been recorded in the ""Records of Officialdom""."	25	30
"escort"	"escort_nou"	"Maersk Alabama then departed from the area with an armed escort, towards its original destination of the port of Mombasa."	57	63
"precipitate"	"precipitate_vrb"	"This action, known as the Chesapeake-Leopard Affair, helped precipitate the War of 1812."	60	71
"aggregate"	"aggregate_vrb"	"Higher concentrations of bleach are not more effective, and can cause some types of bacteria to aggregate and thus survive."	96	105
"excuse"	"excuse_nou"	"That gave the traditional parties the excuse to initiate a nationwide revolt that killed the president."	38	44
"content"	"content_nou"	"Media Foundation uses the Enhanced Video Renderer (EVR) for rendering video content, which acts as a mixer as well."	76	83
"subordinate"	"subordinate_adj-nou"	"PM JBC-P transitioned into a subordinate product of PM MC."	29	40
"perfect"	"perfect_adj"	"Thunder Perfect Mind is an album by the English group Nurse With Wound."	8	15
"contract"	"contract_nou"	"On 31 August 2011, he joined Super League Greece side OFI Crete on a two-year contract."	78	86
"subordinate"	"subordinate_adj-nou"	"In 904, he executed Emperor Zhaozong of Tang and made his 13-year-old son a subordinate ruler."	76	87
"moderate"	"moderate_adj-nou"	"It had moderate commercial success, and had sold a moderate amount of books."	51	59
"compound"	"compound_nou"	"Isolation and identification of an anti-hepatitis B virus compound from Hydrocotyle sibthorpioides Lam."	58	66
"conscript"	"conscript_nou"	"If the conscript is unwilling to take the oath, another option is to take the military affirmation."	7	16
"incline"	"incline_nou"	"They were primarily used on the Pwllyrhebog Colliery Incline, and had special tapered boilers for this purpose."	53	60
"conjugate"	"conjugate_vrb"	"The two cells then conjugate to form a diploid zygote that may undergo meiosis."	19	28
"degenerate"	"degenerate_adj-nou"	"One of her trainers, Amande (Jeanne Moreau), transforms her from a degenerate drug addict to a beautiful femme fatale."	67	77
"protest"	"protest_nou"	"In protest over its establishment, the professional journalists organisations refrained from nominating their four members to the Council."	3	10
"conjugate"	"conjugate_adj-nou"	"The conjugate beam is loaded with the real beam's M/EI diagram."	4	13
"suspect"	"suspect_vrb"	"Johnny and Andy suspect Matthew did so, due to his obsession with Jennifer, but they don't know where he is."	16	23
"resume"	"resume_vrb"	"He lived there a year and then walked back to Pennsylvania to resume an occupation as a woodchopper."	62	68
"diagnoses"	"diagnoses_nou"	"Functional disability associated with the diagnoses appeared to be largely due to co-occurring mental disorders (Axis I in the DSM)."	42	51
"minute"	"minute"	"Yanks for Stalin (1999) is a 60-minute History Undercover series special documentary that aired on the History Channel."	32	38
"aged"	"aged"	"He died at his residence in Upper Wimpole Street, London, 28 September 1831, aged 69."	77	81
"live"	"live_adj"	"It was originally performed in 1998 and 1999 in live concerts for her debut album Songbird."	48	52
"misuse"	"misuse_nou"	"The Department of Health substance misuse guidelines recommend monitoring for mood disorder in those dependent on or withdrawing from benzodiazepines."	35	41
"pigment"	"pigment_nou"	"There are pigment cells that are distributed throughout the cortex, giving the hair its characteristic color."	10	17
"conduct"	"conduct_nou"	"Zero for Conduct was shot from December 1932 until January 1933 with a budget of 200,000 francs."	9	16
"upset"	"upset_nou"	"Finkel was said to be very upset by this state of affairs."	27	32
"transport"	"transport_nou"	"The British Transport Police arrested the driver on suspicion of manslaughter."	12	21
"mouth"	"mouth_nou"	"The tentacles are almost cylindrical and have bands of cilia which create a water current towards the mouth."	102	107
"insert"	"insert_vrb"	"The writers and star would insert musical interludes from Phil Harris and Dennis Day."	27	33
"incense"	"incense_nou"	"The society plans to start production of incense sticks ona mass scale."	41	48
"elaborate"	"elaborate_adj"	"The uploaded people believe that they are ""alive"", but in reality they are playing elaborate and advanced fantasy games."	83	92
"refund"	"refund_vrb"	"The group's first victory, in 1863, was convincing the government to refund a tax on lager."	69	75
"pasty"	"pasty_nou"	"At room temperature it was a milky liquid, but when cooled turned pasty."	66	71
"produce"	"produce_vrb"	"Trophozoites then mature to schizonts which divide several times to produce new merozoites."	68	75
"attribute"	"attribute_vrb"	"Some attribute the origins of the custom to a story recorded about a time when the Maharil was the sandek."	5	14
"bow"	"bow_nou-ship"	"On 15 August 1943, planes were heard off the port bow of APc-25, approximately 2 miles beyond Lever Harbor."	50	53
"abstract"	"abstract_adj-nou"	"She is well known for her architecturally inspired knitted wall hangings that were very abstract."	88	96
"uses"	"uses_vrb"	"He also uses a Classic Gibson Firebird."	8	12
"implement"	"implement_nou"	"The implement is thrown using one hand only, but otherwise using any technique."	4	13
"close"	"close_adj-nou"	"Clarke was a close associate of Arthur Sullivan."	13	18
"aggregate"	"aggregate_adj-nou"	"The Latin America and Caribbean region's aggregate emissions were 2 billion tonnes, with per capita emissions of 4.6 tonnes."	41	50
